peak_g_mag,std_g_mag,peak_hp8_vertical,peak_jerk_mag,max_elevated_dur,is_event,impact_timestamp_iso8601,impact_elapsed_sec,impact_source_sample_idx,source_folder,athlete_name
14.04788,2.3293685847512497,7.290567574367802,1254.108600867166,0.02,False,2026-06-25T18:29:32.901Z,2932.185,3716,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
8.56585,1.6543676151396796,7.290567574367802,1158.0006130240176,0.02,False,2026-06-25T18:29:33.728Z,2933.012,3799,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.64936,1.0897947715962644,2.09106983237123,365.4497968408247,0.0,False,2026-06-25T18:29:34.446Z,2933.729,3871,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
10.02446,1.7364764220270346,5.16785467062172,1298.482360386422,0.02,False,2026-06-25T18:39:05.935Z,3505.219,3907,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
10.02446,2.018160125109634,6.468481212931909,1298.482360386422,0.02,False,2026-06-25T18:39:06.373Z,3505.657,3951,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.31433,1.092116378675264,2.937301968507564,323.42810955450364,0.02,False,2026-06-25T18:39:07.310Z,3506.594,4045,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
7.88975,1.307575434483252,3.396921097800293,677.3328276180035,0.02,False,2026-06-25T18:39:09.014Z,3508.298,4216,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
9.90225,1.747892293178788,4.564531138449004,871.3234596092499,0.04,False,2026-06-25T18:39:10.010Z,3509.294,4316,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
10.04519,1.934451383079983,5.566877426665834,711.9279451327922,0.02,True,2026-06-25T18:39:10.767Z,3510.051,4392,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
13.4902,1.9607541898553291,2.445025028790058,1404.4572921788406,0.02,True,2026-06-25T18:39:13.209Z,3512.492,4637,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
9.14447,1.3779282296490776,4.188421131250305,398.0864113857693,0.02,False,2026-06-25T18:39:14.035Z,3513.319,4720,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
9.14447,1.528637934975201,4.230554934689109,398.0864113857693,0.02,False,2026-06-25T18:39:14.354Z,3513.638,4752,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.58152,1.4012422585636555,4.230554934689109,376.3060708479202,0.041,False,2026-06-25T18:39:14.773Z,3514.057,4794,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.58152,1.3833249802809773,4.230554934689109,376.3060708479202,0.041,False,2026-06-25T18:39:15.112Z,3514.395,4828,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.1488,1.1081079735053523,2.1527068712217186,235.8037323411145,0.041,False,2026-06-25T18:39:15.510Z,3514.794,4868,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
12.16014,1.8012201116839488,7.0201163722020965,1060.3123318235057,0.04,True,2026-06-25T18:39:17.443Z,3516.727,5062,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
12.16014,1.8101104598998894,7.0201163722020965,1060.3123318235057,0.04,True,2026-06-25T18:39:17.801Z,3517.085,5098,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
8.54539,1.542499888380149,3.3807367684105403,590.6197822338835,0.04,False,2026-06-25T18:39:19.037Z,3518.321,5222,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
8.54539,1.57564134917585,3.3807367684105403,590.6197822338835,0.04,False,2026-06-25T18:39:19.396Z,3518.679,5258,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.42602,1.0528553190013326,2.622935674877946,250.49249228469895,0.021,False,2026-06-25T18:49:30.331Z,4129.615,5375,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
7.28697,1.4189255512762238,3.658117932157945,794666.1203927092,0.024,False,2026-06-25T18:49:31.108Z,4130.392,5453,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.65744,1.0867172275351957,3.330753326010051,451.2342739664175,0.03,False,2026-06-25T18:49:33.549Z,4132.833,5698,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
13.60514,2.1032317340485833,6.999955465062328,870.4520289418596,0.04,True,2026-06-25T18:49:34.475Z,4133.759,5791,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.33032,1.2358601511037397,1.8287635529758752,404.8637936701675,0.011,False,2026-06-25T18:49:35.591Z,4134.875,5903,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
10.5086,1.6887641717122992,3.285676413070945,1178.901741434809,0.04,True,2026-06-25T18:49:37.773Z,4137.057,6122,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.93472,1.1632851792983048,2.700889567498087,471.7368582992006,0.01,False,2026-06-25T18:49:38.521Z,4137.805,6197,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
4.58397,0.9567575500236035,2.515264184881957,316.5187553021148,0.01,False,2026-06-25T18:49:39.198Z,4138.482,6265,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
8.50251,1.3813755175621718,4.661013498637164,486.0141209491756,0.02,True,2026-06-25T18:49:39.706Z,4138.99,6316,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.82052,1.0391849894726384,1.8964103240830124,459.90105068264415,0.05,False,2026-06-25T18:49:41.549Z,4140.833,6501,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.82052,1.1933862261401584,1.8964103240830124,459.90105068264415,0.05,False,2026-06-25T18:49:41.918Z,4141.202,6538,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.76235,1.3690328425950131,2.758081429948388,3243134.4635861157,0.04,False,2026-06-25T18:49:42.595Z,4141.879,6606,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.36575,1.3579505976902937,2.2633930177005497,367.1897587937332,0.03,False,2026-06-25T18:49:43.412Z,4142.696,6688,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.36575,1.3976295824368397,2.2633930177005497,367.1897587937332,0.02,False,2026-06-25T18:49:43.771Z,4143.055,6724,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.36575,1.3385818266291563,2.2633930177005497,367.1897587937332,0.02,False,2026-06-25T18:49:44.199Z,4143.483,6767,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.18541,0.8549468515571219,2.8260739550355165,304.7944476741661,0.02,False,2026-06-25T18:58:07.481Z,4646.765,6848,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.59685,0.9175737016880253,1.46769829590056,225.17219000134097,0.03,False,2026-06-25T18:58:08.945Z,4648.229,6995,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
4.41654,0.8737120855065234,1.5301187336819162,301.88394190728576,0.04,False,2026-06-25T18:58:10.550Z,4649.833,7156,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.91811,1.4379632697763671,3.1412574743862107,319.7393462087517,0.05,True,2026-06-25T18:58:11.257Z,4650.541,7227,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.46625,1.3344794536069446,2.3106387425263475,290.50977056091943,0.02,False,2026-06-25T18:58:12.532Z,4651.816,7355,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
15.23693,2.5041375169277797,7.244679611732339,1371.5537461280908,0.03,True,2026-06-25T18:58:14.863Z,4654.147,7589,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
12.08949,1.4589578241643442,7.956107026489781,953.8995282748598,0.01,False,2026-06-25T18:58:15.501Z,4654.785,7653,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
12.08949,1.7243106225291749,7.956107026489781,953.8995282748598,0.01,False,2026-06-25T18:58:15.929Z,4655.213,7696,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
10.50129,1.503826945461103,3.8552337597696704,470.3948670043073,0.03,False,2026-06-25T18:58:19.028Z,4658.311,8007,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.91293,1.3882409022655218,3.287188686777729,501.7740867312699,0.04,False,2026-06-25T18:58:20.074Z,4659.358,8112,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
10.79514,1.6505965710122226,4.751272443669262,597.6281920600801,0.03,True,2026-06-25T18:58:20.791Z,4660.075,8184,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
